version,subgroup,family,R_V,alpha,chi2_p,max_abs_residual,incumbent_trend_p,replacement_trend_p,replacement_T,gate_incumbent,gate_replacement
repair_v3,CygOB2-A,MIST,3.1,2.3,0.3083286345603025,1.6732887737361724,0.26570262390670546,0.097,-1.6248416262364165,True,True
repair_v3,CygOB2-A,MIST,3.1,2.6,0.2983439688182483,1.5009348194681826,0.7040000000000001,0.7791,-0.2737613210016809,True,True
repair_v3,CygOB2-A,MIST,3.5,2.0,0.6807599242926315,1.4105855538311651,0.26570262390670546,0.27355,-1.083689431094283,True,True
repair_v3,CygOB2-A,MIST,3.5,2.3,0.6072718653232441,1.3649259397708018,0.3965014577259473,0.69615,0.3822703058233946,True,True
repair_v3,CygOB2-A,MIST,3.5,2.6,0.062434040340204715,2.3615165531388245,0.01884548104956266,0.07205,1.7871468551395269,False,True
repair_v3,CygOB2-A,PARSEC,3.0,2.0,0.01973729001087994,2.6618846279271513,0.3287230320699708,0.0072,-2.69375741914548,True,False
repair_v3,CygOB2-A,PARSEC,3.0,2.3,0.12343047030057704,1.936414701609895,0.3965014577259473,0.23285,-1.1616717692920075,True,True
repair_v3,CygOB2-A,PARSEC,3.0,2.6,0.059115929230683095,2.2434758669336547,0.7871720116618076,0.77165,0.2841643937051841,True,True
repair_v3,CygOB2-A,PARSEC,3.1,2.0,0.147465399606553,2.0351556179532557,0.1561749271137024,0.04,-2.0368419196901946,True,False
repair_v3,CygOB2-A,PARSEC,3.1,2.3,0.3498136748411814,1.3667260237006842,0.4684781341107872,0.62915,-0.4761830913638906,True,True
repair_v3,CygOB2-A,PARSEC,3.1,2.6,0.07724154864228727,2.4931192400603233,0.4684781341107872,0.30145,1.0132301769340217,True,True
repair_v3,CygOB2-A,PARSEC,3.5,2.0,0.9476072998945084,0.7633363223341914,0.6227871720116619,0.88135,0.14310551342719938,True,True
repair_v3,CygOB2-A,PARSEC,3.5,2.3,0.3207333110228541,1.8927809991597158,0.004804664723032055,0.0802,1.7214141490315003,False,True
repair_v3,CygOB2-A,PARSEC,3.5,2.6,0.0030600730757832234,3.2800662250433796,0.0,0.0006,3.2567365938840522,False,False
repair_v3,CygOB2-B,MIST,3.0,2.0,2.3956931545709067e-06,4.810342744498919,0.04156268221574335,4.999750012499375e-05,-4.4608049197987985,False,False
repair_v3,CygOB2-B,MIST,3.0,2.3,4.691479896401601e-05,4.6247620198021115,0.07239650145772594,0.00035,-3.4916481566446627,False,False
repair_v3,CygOB2-B,MIST,3.0,2.6,0.00012219502188751303,4.628596171459851,0.1561749271137024,0.0099,-2.5874431719164237,False,False
repair_v3,CygOB2-B,MIST,3.1,2.0,3.548556982698746e-05,4.295021865294584,0.04156268221574335,0.00015,-3.7879867948929458,False,False
repair_v3,CygOB2-B,MIST,3.1,2.3,0.0003895771303291285,4.118330183314245,0.07239650145772594,0.00425,-2.82024280962608,False,False
