subgroup,family,R_V,alpha,calibration_lower_Msun,calibration_upper_Msun,window_status,absolute_95_edge_Msun,relative_95_plateau_edge_Msun_diagnostic,bright_plateau_completeness,response_true_mass_lower_Msun,response_true_mass_upper_Msun,raw_calibration_sources,membership_weighted_calibration_sources,observed_count_method,k_mle,k_median,k_lo68,k_hi68,k_lo95,k_hi95,poisson_chi_square,poisson_chi_square_df,poisson_chi_square_p,residual_spearman_rho,residual_trend_p,max_abs_pearson_residual,residual_gate_pass
CygOB2-B,PARSEC,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.7986111111111112,0.5,18.0,342,269.5376828125,membership_weighted_mass_posterior_soft_bins,1419.6497833308013,1324.6646353255337,1243.6681795065235,1413.924085502412,1169.0275883647234,1500.093157797976,29.244915778650697,5,2.0758165677128524e-05,-0.7142857142857143,0.11078717201166179,3.6765155077279026,False
CygOB2-C,PARSEC,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7874038461538462,0.5,18.0,320,258.342820703125,membership_weighted_mass_posterior_soft_bins,1366.8695358228506,1277.597403659318,1197.5561242809906,1361.8600901852265,1121.7270309417163,1445.625483582614,5.203594823900412,5,0.39154202871799954,-0.7142857142857143,0.11078717201166179,1.886945377060792,True
CygOB2-A,PARSEC,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.7965441176470588,0.5,18.0,397,341.93970078125005,membership_weighted_mass_posterior_soft_bins,1845.968361991715,1724.1171077862755,1626.1191983393219,1826.0615963790283,1536.3856983495316,1925.461566811298,5.574798243480473,5,0.3498136748411814,-0.3714285714285715,0.4684781341107872,1.3667260237006842,True
CygOB2-B,PARSEC,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.7986111111111112,0.5,18.0,342,269.5376828125,membership_weighted_mass_posterior_soft_bins,2130.5199862476693,1924.5880729943274,1799.542778977998,2054.899621978403,1683.0437645668712,2187.0780607608563,23.719544340369083,5,0.0002457769536345612,-0.7142857142857143,0.11078717201166179,3.6249050682539177,False
CygOB2-C,PARSEC,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7874038461538462,0.5,18.0,320,258.342820703125,membership_weighted_mass_posterior_soft_bins,2086.9845942107445,1884.3087453776266,1757.1959587635336,2012.380299090681,1640.843209096373,2138.91900844949,5.658161259757493,5,0.3409143658046784,-0.028571428571428574,0.9571545189504373,1.5244777289403961,True
CygOB2-A,PARSEC,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.7965441176470588,0.5,18.0,397,341.93970078125005,membership_weighted_mass_posterior_soft_bins,2655.7459108480075,2397.1158720747485,2254.646686636715,2546.5953301559134,2114.4650301144065,2700.23190929867,9.930054693206325,5,0.07724154864228727,0.3714285714285715,0.4684781341107872,2.4931192400603233,True
CygOB2-B,PARSEC,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.7986111111111112,0.5,18.0,342,269.5376828125,membership_weighted_mass_posterior_soft_bins,3156.2567002509563,2708.6904233499545,2514.9730087049575,2907.8005096507145,2325.122356825371,3116.679238230329,22.5313830813241,5,0.00041479107911247505,-0.6,0.208,3.764904020079303,False
CygOB2-C,PARSEC,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.7874038461538462,0.5,18.0,320,258.342820703125,membership_weighted_mass_posterior_soft_bins,3151.392073838146,2684.042449031628,2487.1419749495094,2891.1690217056243,2296.006100742791,3104.4916747768916,11.385179806500494,5,0.04425579256806311,0.14285714285714288,0.7871720116618076,2.69995990670864,True
CygOB2-A,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.8088709677419355,0.5,18.0,402,343.509876953125,membership_weighted_mass_posterior_soft_bins,1289.2975007246014,1231.5676513181238,1164.0059286678384,1300.3961106510158,1100.3046859188855,1371.2499527669925,1.17123212144792,5,0.9476072998945084,0.2571428571428572,0.6227871720116619,0.7633363223341914,True
CygOB2-B,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.80425,0.5,18.0,330,258.56326171875,membership_weighted_mass_posterior_soft_bins,1492.5224923502549,1384.460024685813,1297.3379540376927,1475.7746134615134,1213.0560283842724,1569.9748122000397,23.744470492620323,5,0.00024308474972894282,-0.8285714285714287,0.04156268221574335,4.282563256104731,False
CygOB2-C,PARSEC,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,6.0,0.8030952380952381,0.5,18.0,300,243.577280859375,membership_weighted_mass_posterior_soft_bins,1441.715073582152,1335.2151462860068,1247.3287047631168,1424.950150414467,1166.2457769676005,1520.405130325448,8.07435078242068,5,0.15218533345457674,-0.2571428571428572,0.6227871720116619,2.1760168710035095,True
CygOB2-A,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.8088709677419355,0.5,18.0,402,343.509876953125,membership_weighted_mass_posterior_soft_bins,1885.027534841637,1758.7844159666247,1659.8396601425302,1859.857685801758,1567.767377115601,1965.4558801035346,5.853527219603274,5,0.3207333110228541,0.942857142857143,0.004804664723032055,1.8927809991597158,False
CygOB2-B,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.80425,0.5,18.0,330,258.56326171875,membership_weighted_mass_posterior_soft_bins,2260.097049350446,2018.7554869893434,1881.1329765284697,2159.410847992724,1759.3776366766529,2308.5022811402846,20.336105619695736,5,0.0010806139666652607,-0.6571428571428573,0.1561749271137024,4.236358639330411,False
CygOB2-C,PARSEC,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,6.0,0.8030952380952381,0.5,18.0,300,243.577280859375,membership_weighted_mass_posterior_soft_bins,2227.6911631800886,1980.6800726817248,1841.9913136952846,2124.486773728378,1716.486093142133,2260.720837469931,9.99629012852207,5,0.07534043197635133,0.14285714285714288,0.7871720116618076,2.3013165246364515,True
CygOB2-A,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.8088709677419355,0.5,18.0,402,343.509876953125,membership_weighted_mass_posterior_soft_bins,2720.0939422354895,2451.5364439171235,2300.651687195182,2606.3844095208847,2162.6920212324903,2757.8558114949215,17.91097422480551,5,0.0030600730757832234,1.0,0.0,3.2800662250433796,False
CygOB2-B,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.80425,0.5,18.0,330,258.56326171875,membership_weighted_mass_posterior_soft_bins,3377.955898819541,2847.544660974643,2627.6893727786264,3069.620888470149,2420.6727636932087,3282.5885192186574,21.45756880349316,5,0.0006636578006637087,-0.6571428571428573,0.1561749271137024,4.39989743168148,False
CygOB2-C,PARSEC,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,6.0,0.8030952380952381,0.5,18.0,300,243.577280859375,membership_weighted_mass_posterior_soft_bins,3404.8035888170225,2841.7798660228987,2619.094047505695,3070.597771834291,2398.0576093147224,3296.9046785515493,17.05487497016093,5,0.004396892341477032,0.5428571428571429,0.26570262390670546,2.6427665039508574,False
CygOB2-A,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7934027777777778,0.5,18.0,387,326.109715625,membership_weighted_mass_posterior_soft_bins,1181.9710826120145,1129.9706798159436,1067.7924170585954,1196.6562718154175,1011.9775812666044,1260.4257019417694,15.85661783996902,5,0.007265585170321469,-0.8285714285714287,0.04156268221574335,2.880151738910357,False
CygOB2-B,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.8082291666666667,0.5,18.0,344,270.56515,membership_weighted_mass_posterior_soft_bins,1358.7325539604792,1275.372972503915,1198.7846447291145,1356.624692129419,1121.8683925764535,1442.6949366293973,33.986583042824456,5,2.3956931545709067e-06,-0.8285714285714287,0.04156268221574335,4.810342744498919,False
CygOB2-C,MIST,3.0,2.0,2.0,8.0,corrected_no_absolute95_edge,,4.25,0.7915384615384615,0.5,18.0,326,264.30753125,membership_weighted_mass_posterior_soft_bins,1286.0240063918384,1208.4793057217425,1133.1115685620935,1287.5393410893894,1064.9420245432402,1366.3175737712138,1.8039986510202648,5,0.8755459620737112,0.14285714285714288,0.7871720116618076,0.821463176080635,True
CygOB2-A,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7934027777777778,0.5,18.0,387,326.109715625,membership_weighted_mass_posterior_soft_bins,1716.8492388615982,1605.7726959475908,1514.9953401174976,1702.5352169921978,1428.6178962661813,1799.2684693984297,8.800961710666988,5,0.11727137596502704,-0.5428571428571429,0.26570262390670546,2.1930282579294818,True
CygOB2-B,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.8082291666666667,0.5,18.0,344,270.56515,membership_weighted_mass_posterior_soft_bins,2024.7978455712685,1840.9315276199484,1722.945682247593,1966.385316370634,1610.4936708744535,2088.867685545703,27.435545280013553,5,4.691479896401601e-05,-0.7714285714285715,0.07239650145772594,4.6247620198021115,False
CygOB2-C,MIST,3.0,2.3,2.0,8.0,corrected_no_absolute95_edge,,4.25,0.7915384615384615,0.5,18.0,326,264.30753125,membership_weighted_mass_posterior_soft_bins,1929.5299651834132,1755.662263289299,1642.2406282216248,1877.7731996271737,1528.7888543754325,1997.786907520977,5.584842064618529,5,0.3487323017929222,0.7142857142857143,0.11078717201166179,1.924486658323642,True
CygOB2-A,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,2.75,0.7934027777777778,0.5,18.0,387,326.109715625,membership_weighted_mass_posterior_soft_bins,2462.2866226994624,2229.7419319508786,2093.022124271001,2373.871207837375,1958.5738187860297,2508.465414397615,7.4631854773675155,5,0.1884077325886515,-0.48571428571428577,0.3287230320699708,1.6930842608548176,True
CygOB2-B,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.0,0.8082291666666667,0.5,18.0,344,270.56515,membership_weighted_mass_posterior_soft_bins,2978.234672938935,2580.3569811981124,2392.5861158142825,2766.4554944925762,2222.4012198934165,2956.9601451313692,25.295025563100776,5,0.00012219502188751303,-0.6571428571428573,0.1561749271137024,4.628596171459851,False
CygOB2-C,MIST,3.0,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.25,0.7915384615384615,0.5,18.0,326,264.30753125,membership_weighted_mass_posterior_soft_bins,2858.397340264165,2476.460785421853,2298.9888066461613,2661.776005747318,2135.3725567569663,2845.3903345027634,15.132131509251392,5,0.009812431288270354,0.942857142857143,0.004804664723032055,3.1729984464696415,False
CygOB2-A,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.7974264705882353,0.5,18.0,386,328.651035546875,membership_weighted_mass_posterior_soft_bins,1222.6097276594583,1168.2648117698823,1102.629930792894,1237.1833663723678,1040.884388580072,1304.4203410863122,11.764572976132987,5,0.038160023553659383,-0.942857142857143,0.004804664723032055,2.3459105572308454,False
CygOB2-B,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8064285714285714,0.5,18.0,342,268.95979492187496,membership_weighted_mass_posterior_soft_bins,1379.743864445437,1292.3928306411933,1213.989873199364,1376.0172428658636,1134.5946005597978,1461.3349130571357,28.05644456463079,5,3.548556982698746e-05,-0.8285714285714287,0.04156268221574335,4.295021865294584,False
CygOB2-C,MIST,3.1,2.0,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.792037037037037,0.5,18.0,324,260.750342578125,membership_weighted_mass_posterior_soft_bins,1299.9615910991981,1218.0967866694473,1142.949798218743,1300.6823998747977,1073.6503178379353,1384.7792873388373,2.2873153383935247,5,0.8081280928416619,0.6,0.208,1.1787639699735883,True
CygOB2-A,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.7974264705882353,0.5,18.0,386,328.651035546875,membership_weighted_mass_posterior_soft_bins,1782.7941837097349,1665.2386143174376,1569.3975863382227,1764.8462712713485,1479.6051205551298,1863.412373477681,5.978376857012535,5,0.3083286345603025,-0.5428571428571429,0.26570262390670546,1.6732887737361724,True
CygOB2-B,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8064285714285714,0.5,18.0,342,268.95979492187496,membership_weighted_mass_posterior_soft_bins,2056.561017148518,1867.12048575495,1743.0935546632718,1997.1252320144872,1626.5907747629506,2118.3401722091617,22.674164309093516,5,0.0003895771303291285,-0.7714285714285715,0.07239650145772594,4.118330183314245,False
CygOB2-C,MIST,3.1,2.3,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.792037037037037,0.5,18.0,324,260.750342578125,membership_weighted_mass_posterior_soft_bins,1958.7129481277746,1780.6743437298587,1664.0589636148502,1904.1784105401102,1558.153373556134,2027.0426653412796,7.4769072499516485,5,0.18751835899603356,0.7714285714285715,0.07239650145772594,2.2967604199984213,True
CygOB2-A,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.25,0.7974264705882353,0.5,18.0,386,328.651035546875,membership_weighted_mass_posterior_soft_bins,2566.3212371976397,2317.638262067858,2174.3640541906616,2467.0931575735763,2040.771475175221,2610.4159254023652,6.081764852547395,5,0.2983439688182483,-0.2,0.7040000000000001,1.5009348194681826,True
CygOB2-B,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.5,0.8064285714285714,0.5,18.0,342,268.95979492187496,membership_weighted_mass_posterior_soft_bins,3025.263292337249,2608.987013976215,2419.4037284522483,2804.576951169575,2247.8625998112684,2995.9198689567756,21.96072895053464,5,0.0005326753355881273,-0.6571428571428573,0.1561749271137024,4.155660325848464,False
CygOB2-C,MIST,3.1,2.6,2.0,8.0,corrected_no_absolute95_edge,,4.5,0.792037037037037,0.5,18.0,324,260.750342578125,membership_weighted_mass_posterior_soft_bins,2914.6505685576735,2515.42889698211,2337.280070582298,2699.699839486492,2162.0976688163,2891.4367688370717,18.95138758713643,5,0.001962624262232591,0.942857142857143,0.004804664723032055,3.602235610916595,False
CygOB2-A,MIST,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,3.75,0.805725806451613,0.5,18.0,388,332.296476171875,membership_weighted_mass_posterior_soft_bins,1295.83464539608,1234.8421480844847,1166.3188555837078,1305.4756812932303,1102.9942717329586,1376.1250811961852,3.1247503792721454,5,0.6807599242926315,-0.5428571428571429,0.26570262390670546,1.4105855538311651,True
CygOB2-B,MIST,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.75,0.8117105263157894,0.5,18.0,332,259.6202546875,membership_weighted_mass_posterior_soft_bins,1563.0719664712956,1448.0038846226507,1353.9717160284679,1543.149573226294,1269.6385506048346,1636.6751842217918,35.80388970189675,5,1.039575108979752e-06,-0.8285714285714287,0.04156268221574335,5.080464557248935,False
CygOB2-C,MIST,3.5,2.0,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.7994318181818182,0.5,18.0,304,246.4911328125,membership_weighted_mass_posterior_soft_bins,1468.3392978695713,1361.3583543234226,1270.2926199831393,1453.1188056344363,1190.7747121049272,1546.0658097237047,14.370698818003099,5,0.013418486217445463,-0.3714285714285715,0.4684781341107872,3.032547792904969,False
CygOB2-A,MIST,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,3.75,0.805725806451613,0.5,18.0,388,332.296476171875,membership_weighted_mass_posterior_soft_bins,1901.6391777789045,1769.153880602144,1667.10464205385,1873.9873967084422,1569.8307006410034,1981.5602372332414,3.60693812601763,5,0.6072718653232441,0.4285714285714286,0.3965014577259473,1.3649259397708018,True
CygOB2-B,MIST,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.75,0.8117105263157894,0.5,18.0,332,259.6202546875,membership_weighted_mass_posterior_soft_bins,2380.0495385154445,2113.8389290051773,1970.0335108717525,2265.5160112274716,1836.723754241199,2416.9143552089986,32.018135929125265,5,5.892331978629954e-06,-0.7714285714285715,0.07239650145772594,5.109125946166414,False
CygOB2-C,MIST,3.5,2.3,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.7994318181818182,0.5,18.0,304,246.4911328125,membership_weighted_mass_posterior_soft_bins,2272.7143659306707,2019.9200880894264,1880.8381534645287,2162.899307948434,1752.873624091659,2313.4277293149307,14.462605301172058,5,0.012923129306486321,-0.2571428571428572,0.6227871720116619,2.6553301031932275,True
CygOB2-A,MIST,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,3.75,0.805725806451613,0.5,18.0,388,332.296476171875,membership_weighted_mass_posterior_soft_bins,2754.9185716719726,2472.13975657544,2318.3700712981645,2627.6916917584113,2176.791474607864,2788.0543788100745,10.492088174839713,5,0.062434040340204715,0.8857142857142858,0.01884548104956266,2.3615165531388245,False
CygOB2-B,MIST,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.75,0.8117105263157894,0.5,18.0,332,259.6202546875,membership_weighted_mass_posterior_soft_bins,3579.7733295528847,2990.941529655148,2768.9267440437866,3228.745795000526,2553.3614761811914,3467.1868094250467,32.888188483126704,5,3.960796949938126e-06,-0.7714285714285715,0.07239650145772594,5.348320959376403,False
CygOB2-C,MIST,3.5,2.6,2.0,8.0,corrected_no_absolute95_edge,,5.25,0.7994318181818182,0.5,18.0,304,246.4911328125,membership_weighted_mass_posterior_soft_bins,3480.816785898381,2896.619464146432,2674.4595124655425,3130.638170020852,2458.719254264234,3367.5403675370376,19.877570676553713,5,0.001317591210203753,-0.14285714285714288,0.7871720116618076,2.547517647796046,False
